symbol,direction,entry_time,close_time,holding_minutes,holding_hours,entry_price,close_price,pnl,close_reason,probability,quality_score
XLM/USDT:USDT,long,2026-01-27T16:17:17,2026-01-27T16:30:05,12.8,0.21,0.20846,0.2072,-0.4,Stop Loss достигнут (0.21),0.0,0.0
XLM/USDT:USDT,long,2026-01-27T16:18:40,2026-01-27T16:30:03,11.38,0.19,0.20846,0.2072,-0.4,Stop Loss достигнут (0.21),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T16:06:15,2026-01-27T16:28:51,22.6,0.38,6.239,6.171,0.72,Stop Loss достигнут (6.18),0.0,0.0
XLM/USDT:USDT,long,2026-01-27T16:18:59,2026-01-27T16:28:44,9.75,0.16,0.20846,0.20743,-0.29,Stop Loss достигнут (0.21),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T16:13:27,2026-01-27T16:28:28,15.02,0.25,6.239,6.175,0.78,Stop Loss достигнут (6.18),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T16:14:42,2026-01-27T16:28:27,13.75,0.23,6.239,6.173,0.75,Stop Loss достигнут (6.18),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T16:15:58,2026-01-27T16:28:24,12.43,0.21,6.239,6.172,0.73,Stop Loss достигнут (6.18),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T16:16:55,2026-01-27T16:28:22,11.45,0.19,6.239,6.172,0.73,Stop Loss достигнут (6.18),0.0,0.0
LTC/USDT:USDT,long,2026-01-27T15:16:04,2026-01-27T16:11:21,55.28,0.92,69.48,70.13,0.94,Take Profit достигнут (70.09),45.6,31.0
LTC/USDT:USDT,long,2026-01-27T15:16:28,2026-01-27T16:11:18,54.83,0.91,69.48,70.13,0.94,Take Profit достигнут (70.09),0.0,0.0
LTC/USDT:USDT,long,2026-01-27T15:16:29,2026-01-27T16:08:55,52.43,0.87,69.45,70.07,0.85,Take Profit достигнут (70.03),0.0,0.0
LTC/USDT:USDT,long,2026-01-27T15:22:50,2026-01-27T16:07:55,45.08,0.75,69.59,70.09,0.88,Take Profit достигнут (70.03),0.0,0.0
ETH/USDT:USDT,long,2026-01-27T15:58:05,2026-01-27T16:07:51,9.77,0.16,2936.35,2963.13,0.91,Take Profit достигнут (2963.13),92.0,26.0
LTC/USDT:USDT,long,2026-01-27T15:28:00,2026-01-27T16:06:51,38.85,0.65,69.7,70.12,0.92,Take Profit достигнут (70.09),0.0,0.0
LTC/USDT:USDT,long,2026-01-27T15:46:29,2026-01-27T16:06:49,20.33,0.34,69.7,70.09,0.88,Take Profit достигнут (70.03),0.0,0.0
BTC/USDT:USDT,short,2026-01-27T15:17:01,2026-01-27T16:06:48,49.78,0.83,87807.4,88441.2,-0.72,Stop Loss достигнут (88212.92),45.6,26.0
BTC/USDT:USDT,short,2026-01-27T15:17:55,2026-01-27T16:06:46,48.85,0.81,87807.4,88464.0,-0.75,Stop Loss достигнут (88212.92),0.0,0.0
BTC/USDT:USDT,short,2026-01-27T15:19:32,2026-01-27T16:06:44,47.2,0.79,87807.4,88494.9,-0.78,Stop Loss достигнут (88212.92),0.0,0.0
BTC/USDT:USDT,short,2026-01-27T15:21:10,2026-01-27T16:06:43,45.55,0.76,87807.4,88525.8,-0.82,Stop Loss достигнут (88212.92),0.0,0.0
LTC/USDT:USDT,long,2026-01-27T15:46:57,2026-01-27T16:06:40,19.72,0.33,69.98,70.18,1.01,Take Profit достигнут (70.16),0.0,0.0
LTC/USDT:USDT,long,2026-01-27T16:03:56,2026-01-27T16:06:38,2.7,0.05,69.98,70.18,1.01,Take Profit достигнут (70.16),0.0,0.0
XLM/USDT:USDT,long,2026-01-27T15:51:21,2026-01-27T16:06:35,15.23,0.25,0.20595,0.20809,1.04,Take Profit достигнут (0.21),45.6,26.0
XLM/USDT:USDT,long,2026-01-27T15:51:22,2026-01-27T16:06:33,15.18,0.25,0.20595,0.20812,1.06,Take Profit достигнут (0.21),0.0,0.0
XLM/USDT:USDT,long,2026-01-27T15:51:51,2026-01-27T16:06:32,14.68,0.24,0.20595,0.20812,1.06,Take Profit достигнут (0.21),0.0,0.0
ETH/USDT:USDT,long,2026-01-27T15:58:46,2026-01-27T16:06:29,7.72,0.13,2942.52,2964.6,0.96,Take Profit достигнут (2963.13),0.0,0.0
ETH/USDT:USDT,long,2026-01-27T16:04:45,2026-01-27T16:06:28,1.72,0.03,2942.52,2964.94,0.97,Take Profit достигнут (2961.13),0.0,0.0
ZEC/USDT:USDT,long,2026-01-27T14:18:58,2026-01-27T16:05:45,106.78,1.78,380.38,390.64,2.7,Take Profit достигнут (386.41),92.0,26.0
ZEC/USDT:USDT,long,2026-01-27T14:19:14,2026-01-27T16:05:44,106.5,1.77,380.38,390.82,2.75,Take Profit достигнут (386.41),0.0,0.0
ZEC/USDT:USDT,long,2026-01-27T14:20:55,2026-01-27T16:05:42,104.78,1.75,380.38,390.82,2.75,Take Profit достигнут (386.41),0.0,0.0
ZEC/USDT:USDT,long,2026-01-27T14:22:40,2026-01-27T16:05:40,103.0,1.72,380.99,390.82,2.75,Take Profit достигнут (386.69),0.0,0.0
ZEC/USDT:USDT,long,2026-01-27T15:16:45,2026-01-27T16:05:14,48.48,0.81,384.43,390.66,2.7,Take Profit достигнут (389.44),0.0,0.0
ZEC/USDT:USDT,long,2026-01-27T16:04:13,2026-01-27T16:04:50,0.62,0.01,384.43,391.27,2.86,Take Profit достигнут (389.44),0.0,0.0
SOL/USDT:USDT,long,2026-01-27T15:04:48,2026-01-27T16:01:04,56.27,0.94,123.87,125.107,1.03,Take Profit достигнут (124.86),0.0,0.0
SOL/USDT:USDT,long,2026-01-27T15:41:53,2026-01-27T16:00:48,18.92,0.32,123.87,125.173,1.08,Take Profit достигнут (124.86),0.0,0.0
SOL/USDT:USDT,long,2026-01-27T15:43:23,2026-01-27T16:00:46,17.38,0.29,123.87,125.173,1.08,Take Profit достигнут (124.86),0.0,0.0
SOL/USDT:USDT,long,2026-01-27T15:44:57,2026-01-27T15:59:37,14.67,0.24,123.87,124.918,0.87,Take Profit достигнут (124.86),0.0,0.0
SOL/USDT:USDT,long,2026-01-27T15:45:47,2026-01-27T15:59:18,13.52,0.23,124.237,124.867,0.83,Take Profit достигнут (124.86),0.0,0.0
SOL/USDT:USDT,long,2026-01-27T15:48:04,2026-01-27T15:59:16,11.2,0.19,124.822,124.9,0.86,Take Profit достигнут (124.86),0.0,0.0
SOL/USDT:USDT,long,2026-01-27T15:58:54,2026-01-27T15:59:15,0.35,0.01,124.822,124.894,0.85,Take Profit достигнут (124.86),0.0,0.0
DOGE/USDT:USDT,short,2026-01-27T14:45:21,2026-01-27T15:52:20,66.98,1.12,0.12173,0.12247,-0.61,Stop Loss достигнут (0.12),47.6,36.0
SHIB/USDT:USDT,short,2026-01-27T14:49:22,2026-01-27T15:52:14,62.87,1.05,7.632e-06,7.674e-06,-0.55,Stop Loss достигнут (0.00),45.6,28.0
SHIB/USDT:USDT,short,2026-01-27T14:49:46,2026-01-27T15:52:11,62.42,1.04,7.632e-06,7.674e-06,-0.55,Stop Loss достигнут (0.00),0.0,0.0
SHIB/USDT:USDT,short,2026-01-27T14:51:06,2026-01-27T15:52:09,61.05,1.02,7.639e-06,7.674e-06,-0.55,Stop Loss достигнут (0.00),0.0,0.0
XRP/USDT:USDT,short,2026-01-27T15:28:53,2026-01-27T15:50:00,21.12,0.35,1.8806,1.8902,-0.51,Stop Loss достигнут (1.89),92.0,26.0
DOGE/USDT:USDT,short,2026-01-27T15:29:40,2026-01-27T15:49:58,20.3,0.34,0.12173,0.12256,-0.68,Stop Loss достигнут (0.12),0.0,0.0
SHIB/USDT:USDT,short,2026-01-27T15:27:32,2026-01-27T15:48:27,20.92,0.35,7.623e-06,7.662e-06,-0.39,Stop Loss достигнут (0.00),0.0,0.0
SHIB/USDT:USDT,short,2026-01-27T15:34:14,2026-01-27T15:48:21,14.12,0.24,7.623e-06,7.659e-06,-0.35,Stop Loss достигнут (0.00),0.0,0.0
SHIB/USDT:USDT,short,2026-01-27T15:35:44,2026-01-27T15:48:19,12.58,0.21,7.623e-06,7.659e-06,-0.35,Stop Loss достигнут (0.00),0.0,0.0
SHIB/USDT:USDT,short,2026-01-27T15:35:46,2026-01-27T15:48:18,12.53,0.21,7.623e-06,7.659e-06,-0.35,Stop Loss достигнут (0.00),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T15:02:06,2026-01-27T15:39:23,37.28,0.62,6.104,6.115,-0.2,Stop Loss достигнут (6.15),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T15:37:17,2026-01-27T15:37:50,0.55,0.01,6.104,6.105,-0.36,Stop Loss достигнут (6.15),0.0,0.0
DOT/USDT:USDT,long,2026-01-27T15:09:37,2026-01-27T15:31:36,21.98,0.37,1.841,1.827,-0.54,Stop Loss достигнут (1.83),0.0,0.0
XLM/USDT:USDT,long,2026-01-27T15:15:33,2026-01-27T15:31:35,16.03,0.27,0.20505,0.20414,-0.44,Stop Loss достигнут (0.20),66.0175,26.0
XLM/USDT:USDT,long,2026-01-27T15:15:48,2026-01-27T15:31:33,15.75,0.26,0.20505,0.20414,-0.44,Stop Loss достигнут (0.20),0.0,0.0
DOT/USDT:USDT,long,2026-01-27T15:16:04,2026-01-27T15:30:07,14.05,0.23,1.841,1.829,-0.44,Stop Loss достигнут (1.83),0.0,0.0
ENSO/USDT:USDT,short,2026-01-27T12:52:12,2026-01-27T15:29:10,156.97,2.62,1.3253,1.2921,2.5,Take Profit достигнут (1.29),47.6,30.0
ENSO/USDT:USDT,short,2026-01-27T12:52:59,2026-01-27T15:29:08,156.15,2.6,1.3253,1.2909,2.59,Take Profit достигнут (1.29),0.0,0.0
ENSO/USDT:USDT,short,2026-01-27T12:53:53,2026-01-27T15:29:07,155.23,2.59,1.3253,1.2915,2.54,Take Profit достигнут (1.29),0.0,0.0
ENSO/USDT:USDT,short,2026-01-27T12:54:47,2026-01-27T15:29:05,154.3,2.57,1.3253,1.2892,2.72,Take Profit достигнут (1.29),0.0,0.0
ENSO/USDT:USDT,short,2026-01-27T12:55:45,2026-01-27T15:29:04,153.32,2.56,1.3253,1.2895,2.7,Take Profit достигнут (1.29),0.0,0.0
ENSO/USDT:USDT,short,2026-01-27T12:56:44,2026-01-27T15:29:02,152.3,2.54,1.3253,1.2914,2.55,Take Profit достигнут (1.29),0.0,0.0
AXS/USDT:USDT,long,2026-01-27T14:45:51,2026-01-27T15:28:54,43.05,0.72,2.461,2.432,-1.18,Stop Loss достигнут (2.44),92.0,5.0
AXS/USDT:USDT,long,2026-01-27T14:46:05,2026-01-27T15:28:52,42.78,0.71,2.461,2.431,-1.22,Stop Loss достигнут (2.44),0.0,0.0
AXS/USDT:USDT,long,2026-01-27T14:46:07,2026-01-27T15:28:49,42.7,0.71,2.461,2.431,-1.22,Stop Loss достигнут (2.44),0.0,0.0
ETH/USDT:USDT,long,2026-01-27T15:16:45,2026-01-27T15:23:05,6.33,0.11,2925.23,2918.97,-0.21,Stop Loss достигнут (2920.05),45.6,26.0
ETH/USDT:USDT,long,2026-01-27T15:17:01,2026-01-27T15:21:23,4.37,0.07,2925.23,2919.93,-0.18,Stop Loss достигнут (2920.05),0.0,0.0
XRP/USDT:USDT,short,2026-01-27T14:37:55,2026-01-27T15:11:43,33.8,0.56,1.8831,1.893,-0.53,Stop Loss достигнут (1.89),92.0,26.0
XRP/USDT:USDT,short,2026-01-27T14:38:24,2026-01-27T15:11:41,33.28,0.55,1.8831,1.8927,-0.51,Stop Loss достигнут (1.89),0.0,0.0
XRP/USDT:USDT,short,2026-01-27T14:39:17,2026-01-27T15:11:39,32.37,0.54,1.8831,1.893,-0.53,Stop Loss достигнут (1.89),0.0,0.0
XRP/USDT:USDT,short,2026-01-27T14:40:11,2026-01-27T15:11:37,31.43,0.52,1.8831,1.8935,-0.55,Stop Loss достигнут (1.89),0.0,0.0
XRP/USDT:USDT,short,2026-01-27T14:41:05,2026-01-27T15:11:36,30.52,0.51,1.8831,1.8939,-0.57,Stop Loss достигнут (1.89),0.0,0.0
XRP/USDT:USDT,short,2026-01-27T14:42:01,2026-01-27T15:11:34,29.55,0.49,1.8831,1.8942,-0.59,Stop Loss достигнут (1.89),0.0,0.0
XRP/USDT:USDT,short,2026-01-27T14:42:58,2026-01-27T15:11:32,28.57,0.48,1.8831,1.8939,-0.57,Stop Loss достигнут (1.89),0.0,0.0
XRP/USDT:USDT,short,2026-01-27T14:43:57,2026-01-27T15:11:31,27.57,0.46,1.8831,1.8931,-0.53,Stop Loss достигнут (1.89),0.0,0.0
XRP/USDT:USDT,short,2026-01-27T14:44:52,2026-01-27T15:11:29,26.62,0.44,1.8825,1.8931,-0.53,Stop Loss достигнут (1.89),0.0,0.0
XRP/USDT:USDT,short,2026-01-27T14:44:56,2026-01-27T15:11:27,26.52,0.44,1.8825,1.8918,-0.46,Stop Loss достигнут (1.89),0.0,0.0
DOGE/USDT:USDT,short,2026-01-27T14:45:51,2026-01-27T15:11:26,25.58,0.43,0.12188,0.12255,-0.73,Stop Loss достигнут (0.12),0.0,0.0
XRP/USDT:USDT,short,2026-01-27T14:45:21,2026-01-27T15:11:24,26.05,0.43,1.8822,1.8915,-0.45,Stop Loss достигнут (1.89),0.0,0.0
DOGE/USDT:USDT,short,2026-01-27T14:58:32,2026-01-27T15:11:21,12.82,0.21,0.12188,0.12253,-0.71,Stop Loss достигнут (0.12),0.0,0.0
SHIB/USDT:USDT,short,2026-01-27T14:52:29,2026-01-27T15:11:06,18.62,0.31,7.623e-06,7.663e-06,-0.41,Stop Loss достигнут (0.00),0.0,0.0
XRP/USDT:USDT,short,2026-01-27T14:58:13,2026-01-27T15:10:56,12.72,0.21,1.8899,1.8889,-0.31,Stop Loss достигнут (1.89),0.0,0.0
SHIB/USDT:USDT,short,2026-01-27T15:03:24,2026-01-27T15:10:49,7.42,0.12,7.623e-06,7.663e-06,-0.41,Stop Loss достигнут (0.00),0.0,0.0
SHIB/USDT:USDT,short,2026-01-27T15:03:48,2026-01-27T15:10:46,6.97,0.12,7.655e-06,7.66e-06,-0.37,Stop Loss достигнут (0.00),0.0,0.0
ENSO/USDT:USDT,short,2026-01-27T12:57:46,2026-01-27T15:09:59,132.22,2.2,1.3221,1.3283,-0.23,Stop Loss достигнут (1.31),0.0,0.0
DOGE/USDT:USDT,short,2026-01-27T14:58:51,2026-01-27T15:09:37,10.77,0.18,0.12188,0.12229,-0.52,Stop Loss достигнут (0.12),0.0,0.0
SHIB/USDT:USDT,long,2026-01-27T15:08:47,2026-01-27T15:08:55,0.13,0.0,7.655e-06,7.654e-06,-0.29,Stop Loss достигнут (0.00),0.0,0.0
ENSO/USDT:USDT,long,2026-01-27T15:05:06,2026-01-27T15:08:07,3.02,0.05,1.3221,1.3227,0.2,Stop Loss достигнут (1.31),0.0,0.0
ENSO/USDT:USDT,long,2026-01-27T15:05:15,2026-01-27T15:06:17,1.03,0.02,1.3221,1.3183,0.53,Stop Loss достигнут (1.31),0.0,0.0
LTC/USDT:USDT,long,2026-01-27T14:24:38,2026-01-27T14:31:53,7.25,0.12,69.69,69.31,-0.55,Stop Loss достигнут (69.36),92.0,6.0
AUCTION/USDT:USDT,long,2026-01-27T13:23:28,2026-01-27T14:29:27,65.98,1.1,5.972,6.108,2.28,Take Profit достигнут (6.10),92.0,41.0
RIVER/USDT:USDT,long,2026-01-27T13:28:30,2026-01-27T14:29:26,60.93,1.02,57.863,56.048,-3.15,Stop Loss достигнут (56.13),90.47,20.0
RIVER/USDT:USDT,long,2026-01-27T13:29:11,2026-01-27T14:29:24,60.22,1.0,57.863,56.113,-3.04,Stop Loss достигнут (56.13),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:23:34,2026-01-27T14:28:33,64.98,1.08,6.138,6.129,2.63,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T14:27:20,2026-01-27T14:27:37,0.28,0.0,6.138,6.135,2.73,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:24:36,2026-01-27T14:26:38,62.03,1.03,5.972,6.131,2.66,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:25:38,2026-01-27T14:26:36,60.97,1.02,5.974,6.133,2.7,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:30:06,2026-01-27T14:26:35,56.48,0.94,5.974,6.131,2.66,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:31:02,2026-01-27T14:26:33,55.52,0.93,5.974,6.133,2.7,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:31:58,2026-01-27T14:26:29,54.52,0.91,5.974,6.128,2.61,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:32:54,2026-01-27T14:26:27,53.55,0.89,5.974,6.125,2.56,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:33:55,2026-01-27T14:26:25,52.5,0.88,5.974,6.125,2.56,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:34:57,2026-01-27T14:26:24,51.45,0.86,5.974,6.123,2.53,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:35:58,2026-01-27T14:26:22,50.4,0.84,5.974,6.121,2.5,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:37:01,2026-01-27T14:26:20,49.32,0.82,5.974,6.118,2.45,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:38:07,2026-01-27T14:26:18,48.18,0.8,5.974,6.12,2.48,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:39:14,2026-01-27T14:25:22,46.13,0.77,5.974,6.105,2.23,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:40:20,2026-01-27T14:25:21,45.02,0.75,5.974,6.109,2.29,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:41:31,2026-01-27T14:25:19,43.8,0.73,5.974,6.111,2.33,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:42:07,2026-01-27T14:25:18,43.18,0.72,6.025,6.106,2.24,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:43:52,2026-01-27T14:25:13,41.35,0.69,6.025,6.11,2.31,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:45:07,2026-01-27T14:25:12,40.08,0.67,6.025,6.115,2.4,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:46:24,2026-01-27T14:25:10,38.77,0.65,6.025,6.121,2.5,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:47:42,2026-01-27T14:25:09,37.45,0.62,6.025,6.128,2.61,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:49:01,2026-01-27T14:25:07,36.1,0.6,6.025,6.126,2.58,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:50:22,2026-01-27T14:25:05,34.72,0.58,6.025,6.126,2.58,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:51:44,2026-01-27T14:25:04,33.33,0.56,6.025,6.126,2.58,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:53:11,2026-01-27T14:25:02,31.85,0.53,6.025,6.126,2.58,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:54:41,2026-01-27T14:25:01,30.33,0.51,6.025,6.126,2.58,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:56:08,2026-01-27T14:24:59,28.85,0.48,6.025,6.124,2.55,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:57:35,2026-01-27T14:24:57,27.37,0.46,6.025,6.126,2.58,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:59:04,2026-01-27T14:24:56,25.87,0.43,6.025,6.126,2.58,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T14:00:34,2026-01-27T14:23:46,23.2,0.39,6.025,6.105,2.23,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T14:02:10,2026-01-27T14:23:44,21.57,0.36,6.025,6.105,2.23,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T14:03:58,2026-01-27T14:23:43,19.75,0.33,6.025,6.108,2.28,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T14:05:45,2026-01-27T14:23:41,17.93,0.3,6.025,6.11,2.31,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T14:07:25,2026-01-27T14:23:37,16.2,0.27,6.025,6.1,2.14,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T14:09:05,2026-01-27T14:23:35,14.5,0.24,6.025,6.099,2.13,Take Profit достигнут (6.10),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T14:10:45,2026-01-27T14:23:33,12.8,0.21,6.025,6.099,2.13,Take Profit достигнут (6.10),0.0,0.0
RIVER/USDT:USDT,long,2026-01-27T13:29:47,2026-01-27T14:16:48,47.02,0.78,59.38,57.384,-0.83,Stop Loss достигнут (57.50),0.0,0.0
RIVER/USDT:USDT,long,2026-01-27T14:14:10,2026-01-27T14:15:56,1.77,0.03,59.38,57.009,-1.48,Stop Loss достигнут (57.50),0.0,0.0
RIVER/USDT:USDT,long,2026-01-27T14:15:50,2026-01-27T14:15:54,0.07,0.0,59.38,57.001,-1.5,Stop Loss достигнут (57.50),0.0,0.0
NCCOSILVER2USD/USDT:USDT,long,2026-01-27T08:51:25,2026-01-27T14:13:40,322.25,5.37,11168.3,10930.4,-2.13,Stop Loss достигнут (11075.10),92.0,20.0
NCCOSILVER2USD/USDT:USDT,long,2026-01-27T13:42:40,2026-01-27T14:12:59,30.32,0.51,11168.3,11044.4,-1.11,Stop Loss достигнут (11075.10),0.0,0.0
NCCOSILVER2USD/USDT:USDT,long,2026-01-27T13:42:53,2026-01-27T14:11:55,29.03,0.48,11168.3,11060.6,-0.96,Stop Loss достигнут (11075.10),0.0,0.0
RIVER/USDT:USDT,long,2026-01-27T12:32:59,2026-01-27T13:26:10,53.18,0.89,54.879,57.612,4.98,Take Profit достигнут (57.58),92.0,20.0
RIVER/USDT:USDT,long,2026-01-27T12:33:22,2026-01-27T13:26:09,52.78,0.88,54.879,57.583,4.93,Take Profit достигнут (57.58),0.0,0.0
RIVER/USDT:USDT,long,2026-01-27T12:34:47,2026-01-27T13:26:07,51.33,0.86,54.879,57.613,4.99,Take Profit достигнут (57.58),0.0,0.0
RIVER/USDT:USDT,long,2026-01-27T12:36:19,2026-01-27T13:26:06,49.78,0.83,54.879,57.665,5.08,Take Profit достигнут (57.58),0.0,0.0
RIVER/USDT:USDT,long,2026-01-27T12:37:46,2026-01-27T13:26:04,48.3,0.8,54.879,57.618,4.99,Take Profit достигнут (57.58),0.0,0.0
RIVER/USDT:USDT,long,2026-01-27T12:39:15,2026-01-27T13:26:03,46.8,0.78,54.879,57.748,5.23,Take Profit достигнут (57.58),0.0,0.0
RIVER/USDT:USDT,long,2026-01-27T12:40:44,2026-01-27T13:26:01,45.28,0.75,54.879,57.831,5.38,Take Profit достигнут (57.58),0.0,0.0
RIVER/USDT:USDT,long,2026-01-27T12:42:14,2026-01-27T13:26:00,43.77,0.73,55.09,57.842,5.4,Take Profit достигнут (57.71),0.0,0.0
RIVER/USDT:USDT,long,2026-01-27T12:52:08,2026-01-27T13:25:58,33.83,0.56,55.09,58.058,5.8,Take Profit достигнут (57.71),0.0,0.0
RIVER/USDT:USDT,long,2026-01-27T12:52:12,2026-01-27T13:25:55,33.72,0.56,55.09,57.713,5.17,Take Profit достигнут (57.71),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T09:53:04,2026-01-27T13:14:03,200.98,3.35,6.105,5.988,1.91,Take Profit достигнут (5.99),45.6,26.0
AUCTION/USDT:USDT,short,2026-01-27T09:53:35,2026-01-27T13:06:15,192.67,3.21,6.014,6.025,1.31,Stop Loss достигнут (5.95),0.0,0.0
AUCTION/USDT:USDT,long,2026-01-27T13:04:45,2026-01-27T13:05:15,0.5,0.01,6.014,6.021,1.37,Stop Loss достигнут (5.95),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T12:58:50,2026-01-27T12:59:16,0.43,0.01,5.983,5.986,1.95,Take Profit достигнут (5.99),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T09:54:15,2026-01-27T12:58:18,184.05,3.07,6.105,5.986,1.95,Take Profit достигнут (5.99),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T09:54:54,2026-01-27T12:58:17,183.38,3.06,6.105,5.988,1.91,Take Profit достигнут (5.99),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T09:55:35,2026-01-27T12:50:40,175.08,2.92,6.105,5.989,1.9,Take Profit достигнут (5.99),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T09:56:17,2026-01-27T12:50:39,174.37,2.91,6.105,5.987,1.93,Take Profit достигнут (5.99),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T09:57:02,2026-01-27T12:50:37,173.58,2.89,6.105,5.987,1.93,Take Profit достигнут (5.99),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T09:57:47,2026-01-27T12:50:36,172.82,2.88,6.105,5.989,1.9,Take Profit достигнут (5.99),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T09:58:34,2026-01-27T12:50:34,172.0,2.87,6.105,5.989,1.9,Take Profit достигнут (5.99),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T09:59:15,2026-01-27T12:50:31,171.27,2.85,6.098,5.991,1.87,Take Profit достигнут (6.00),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T09:59:21,2026-01-27T12:50:29,171.13,2.85,6.098,5.989,1.9,Take Profit достигнут (6.00),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T10:00:10,2026-01-27T12:50:28,170.3,2.84,6.098,5.991,1.87,Take Profit достигнут (6.00),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T10:01:03,2026-01-27T12:50:26,169.38,2.82,6.098,5.989,1.9,Take Profit достигнут (6.00),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T10:01:58,2026-01-27T12:49:40,167.7,2.79,6.098,5.985,1.96,Take Profit достигнут (5.99),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T10:02:54,2026-01-27T12:49:38,166.73,2.78,6.098,5.987,1.93,Take Profit достигнут (5.99),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T10:03:50,2026-01-27T12:49:37,165.78,2.76,6.098,5.985,1.96,Take Profit достигнут (5.99),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T10:04:47,2026-01-27T12:49:35,164.8,2.75,6.098,5.987,1.93,Take Profit достигнут (5.99),0.0,0.0
AUCTION/USDT:USDT,short,2026-01-27T10:05:03,2026-01-27T12:49:27,164.4,2.74,6.079,5.999,1.73,Take Profit достигнут (6.00),0.0,0.0
